title,authors,year,num_citations,cites_per_year,citation_string,journal,volume,issue,pages,publisher,url_related_articles,semantic_id,reference_count,influential_citation_count,is_open_access,open_access_pdf,publication_types,publication_date,abstract,semantic_url,tldr,first_author,first_author_affiliation,corresponding_author,corresponding_author_affiliation,journal_abbreviation,month,day,pubmed_id,DOI,is_journal_article,is_review,fund,keywords
De Novo Evolution of an Antibody‐Mimicking Multivalent Aptamer via a DNA Framework,"Linlin Tang, Mengjiao Huang, Mingjiao Zhang, Yufeng Pei, Yan Liu, Yong Wei, Chaoyong Yang, Teng Xie, Dong Zhang, Ruhong Zhou, Yanling Song, Jie Song",2023.0,4,{2024: 4},"Small Methods 7 (6), 2300327, 2023",Small Methods,7.0,6,2300327,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:gSaGAjcORYsJ:scholar.google.com/,1fdc1a6eed2b0ed2f6a77cbc5e28c9c576f271f7,50.0,0.0,False,,JournalArticle,2023-04-22,"nt interactions can often endow ligands with more efficient binding performance toward target molecules. Generally speaking, a multivalent aptamer can be constructed via post‐assembly based on chemical structural information of target molecules and pre‐identified monovalent aptamers derived from traditional systematic evolution of ligands by exponential enrichment (SELEX) technology. However, many target molecules may not have known matched aptamer partners, thus a de novo evolution will be highly desired as an alternative strategy for directed selection of a high‐avidity, multivalent aptamer. Here, inspired by the superiority of multivalent interactions between antibodies and antigens, a direct SELEX strategy with a preorganized DNA framework library for an “Antibody‐mimicking multivalent aptamer” (Amap) selection to epithelial cell adhesion molecule (EpCAM), a model target protein is reported. The Amap presents a relatively good binding affinity through both aptamer moieties concurrently binding to EpCAM, which has been confirmed by affinity analysis and molecular modeling. Furthermore, dynamic interactions between Amap and EpCAM are directly visualized by magnetic tweezers at the single‐molecule level. A nice binding affinity of Amap to EpCAM‐positive cancer cells has also been verified, which hints that their Amap‐SELEX strategy has the potential to be a new route for de novo evolution of multivalent aptamers.",https://www.semanticscholar.org/paper/1fdc1a6eed2b0ed2f6a77cbc5e28c9c576f271f7,"Inspired by the superiority of multivalent interactions between antibodies and antigens, a direct SELEX strategy with a preorganized DNA framework library for an “Antibody‐mimicking multivalent aptamer” (Amap) selection to epithelial cell adhesion molecule (EpCAM), a model target protein is reported.",,,,,,,,,,,,,
Supporting Information A mutagenesis study of autoantigen optimization for potential T1D vaccine design,"Yi Song, David R Bell, Rizwan Ahmed, Kevin C Chan, Sangyun Lee, Abdel Rahim, A Hamad, Ruhong Zhou",,0,{},,,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:bI0QTdhggWsJ:scholar.google.com/,ac434f2d55d88fee2f48337cd34af9bf6a96a190,1.0,0.0,True,,JournalArticle,2023-04-11,"nce The exact autoimmune mechanism responsible for causing Type 1 diabetes (T1D) remains unknown, but is thought to be a result of autoimmune activation by some potent self-antigen. A recent work isolated a unique cell set, termed the X-cell, that displays both T cell receptors (TCR) and B cell receptors (BCR) and encodes an autoantigen that produces a strong immune response in cells from T1D patients. Here, we explored the presentation of the autoantigen mutants to the HLA-TCR immune complex with a combined theoretical and experimental approach and identified several mutated sequences that modify HLA-antigen-TCR binding and therefore change immune responses. Specifically, we identify mutants that bind more strongly to the HLA and hold relevance to unique T1D immunotherapies.",https://www.semanticscholar.org/paper/ac434f2d55d88fee2f48337cd34af9bf6a96a190,This work explored the presentation of the autoantigen mutants to the HLA-TCR immune complex with a combined theoretical and experimental approach and identified several mutated sequences that modify Hla-antigen- TCR binding and therefore change immune responses.,,,,,,,,,,,,,
A mutagenesis study of autoantigen optimization for potential T1D vaccine design,"Yi Song, David R Bell, Rizwan Ahmed, Kevin C Chan, Sangyun Lee, Abdel Rahim A Hamad, Ruhong Zhou",2023.0,5,"{2023: 1, 2024: 4}","Proceedings of the National Academy of Sciences 120 (16), e2214430120, 2023",Proceedings of the National Academy of Sciences,120.0,16,e2214430120,National Academy of Sciences,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:cmpDfMC1ZpUJ:scholar.google.com/,ac434f2d55d88fee2f48337cd34af9bf6a96a190,1.0,0.0,True,,JournalArticle,2023-04-11,"A previously reported autoreactive antigen, termed the X-idiotype, isolated from a unique cell population in Type 1 diabetes (T1D) patients, was found to stimulate their CD4+ T cells. This antigen was previously determined to bind more favorably than insulin and its mimic (insulin superagonist) to HLA-DQ8, supporting its strong role in CD4+ T cell activation. In this work, we probed HLA-X-idiotype-TCR binding and designed enhanced-reactive pHLA-TCR antigens using an in silico mutagenesis approach which we functionally validated by cell proliferation assays and flow cytometry. From a combination of single, double, and swap mutations, we identified antigen-binding sites p4 and p6 as potential mutation sites for HLA binding affinity enhancement. Site p6 is revealed to favor smaller but more hydrophobic residues than the native tyrosine, such as valine (Y6V) and isoleucine (Y6I), indicating a steric mechanism in binding affinity improvement. Meanwhile, site p4 methionine mutation to hydrophobic residues isoleucine (M4I) or leucine (M4L) modestly increases HLA binding affinity. Select p6 mutations to cysteine (Y6C) or isoleucine (Y6I) exhibit favorable TCR binding affinities, while a swap p5-p6 tyrosine-valine double mutant (V5Y_Y6V) and a p6-p7 glutamine-glutamine double mutant (Y6Q_Y7Q) exhibit enhanced HLA binding affinity but weakened TCR affinity. This work holds relevance to potential T1D antigen-based vaccine design and optimization.",https://www.semanticscholar.org/paper/ac434f2d55d88fee2f48337cd34af9bf6a96a190,This work explored the presentation of the autoantigen mutants to the HLA-TCR immune complex with a combined theoretical and experimental approach and identified several mutated sequences that modify Hla-antigen- TCR binding and therefore change immune responses.,Y. Song,"Institute of Quantitative Biology, College of Life Sciences, Zhejiang University, Hangzhou 310058, China.",R. Zhou,"Institute of Quantitative Biology, College of Life Sciences, Zhejiang University, Hangzhou 310058, China.",Proc Natl Acad Sci U S A,4.0,18.0,37040399.0,10.1073/pnas.2214430120,True,False,set(),"Humans, Diabetes Mellitus, Type 1, Autoantigens, Glutamine, Isoleucine, Insulin, Receptors, Antigen, T-Cell, Mutagenesis, Vaccines"
Conformational cycle of human polyamine transporter ATP13A2,"Jianqiang Mu, Chenyang Xue, Lei Fu, Zongjun Yu, Minhan Nie, Mengqi Wu, Xinmeng Chen, Kun Liu, Ruiqian Bu, Ying Huang, Baisheng Yang, Jianming Han, Qianru Jiang, Kevin C Chan, Ruhong Zhou, Huilin Li, Ancheng Huang, Yong Wang, Zhongmin Liu",2023.0,9,"{2023: 2, 2024: 7}","Nature Communications 14 (1), 1978, 2023",Nature Communications,14.0,1,1978,Nature Publishing Group UK,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:4i9jeZNeVs0J:scholar.google.com/,9323109daaca229babf466627b8471914b317cf6,65.0,0.0,True,https://www.nature.com/articles/s41467-023-37741-0.pdf,JournalArticle,2023-04-08,"Dysregulation of polyamine homeostasis strongly associates with human diseases. ATP13A2, which is mutated in juvenile-onset Parkinson's disease and autosomal recessive spastic paraplegia 78, is a transporter with a critical role in balancing the polyamine concentration between the lysosome and the cytosol. Here, to better understand human ATP13A2-mediated polyamine transport, we use single-particle cryo-electron microscopy to solve high-resolution structures of human ATP13A2 in six intermediate states, including the putative E2 structure for the P5 subfamily of the P-type ATPases. These structures comprise a nearly complete conformational cycle spanning the polyamine transport process and capture multiple substrate binding sites distributed along the transmembrane regions, suggesting a potential polyamine transport pathway. Integration of high-resolution structures, biochemical assays, and molecular dynamics simulations allows us to obtain a better understanding of the structural basis of how hATP13A2 transports polyamines, providing a mechanistic framework for ATP13A2-related diseases.",https://www.semanticscholar.org/paper/9323109daaca229babf466627b8471914b317cf6,"Single-particle cryo-electron microscopy is used to solve high-resolution structures of human ATP13A2 in six intermediate states, including the putative E2 structure for the P5 subfamily of the P-type ATPases, suggesting a potential polyamine transport pathway.",J. Mu,"Department of Immunology and Microbiology, School of Life Sciences, Southern University of Science and Technology, 518055, Shenzhen, Guangdong, China.",Z. Liu,"Department of Immunology and Microbiology, School of Life Sciences, Southern University of Science and Technology, 518055, Shenzhen, Guangdong, China. liuzm@sustech.edu.cn.",Nat Commun,4.0,8.0,37031211.0,10.1038/s41467-023-37741-0,True,False,set(),"Humans, Polyamines, Proton-Translocating ATPasesmetabolism, Cryoelectron Microscopy, Parkinsonian Disordersmetabolism, Membrane Transport Proteins"
Influence of Core Topologies on Poly-l-lysine Dendrimer Structures,"Jianxiang Huang, Yuexin Su, Damiano Buratto, Wei Song, Zhuxian Zhou, Youqing Shen, Ruhong Zhou",2023.0,3,{2024: 3},"The Journal of Physical Chemistry B 127 (15), 3364-3371, 2023",The Journal of Physical Chemistry B,127.0,15,3364-3371,American Chemical Society,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:DADZBB1S11kJ:scholar.google.com/,2ffeb0ffb865b71b444b6ab806b6a8e210fa98c1,37.0,0.0,False,,JournalArticle,2023-04-05,"Poly-l-lysine (PLL) dendrimers have emerged as promising nanomaterials for gene/drug delivery, bioimaging, and biosensing due to their high efficacy and biocompatibility. In our previous works, we successfully synthesized two categories of PLL dendrimers with two different cores: the planar-shaped perylenediimide and the cubic-shaped polyhedral oligomeric silsesquioxanes. However, the effect of these two topologies on the PLL dendrimer structures is not clearly understood. In this work, we carried out in-depth investigations on the influence of core topologies on the PLL dendrimer structures using molecular dynamics simulations. We show that, even at high generations, the core topology affects the shape and branch distribution of the PLL dendrimer, which may further determine their performance. Moreover, our findings suggest that the core topology on the PLL dendrimer structures can be further designed and improved to fully exploit and utilize their potential in biomedical applications.",https://www.semanticscholar.org/paper/2ffeb0ffb865b71b444b6ab806b6a8e210fa98c1,"It is shown that, even at high generations, the core topology affects the shape and branch distribution of the PLL dendrimer, which may further determine their performance.",J. Huang,"Institute of Quantitative Biology, College of Life Sciences, Zhejiang University, Hangzhou 310058, China.",R. Zhou,"Institute of Quantitative Biology, College of Life Sciences, Zhejiang University, Hangzhou 310058, China.",J Phys Chem B,4.0,20.0,37018047.0,10.1021/acs.jpcb.2c08983,True,False,set(),"Models, Molecular, Molecular Conformation, Dendrimerschemistry, Polylysinechemistry, Waterchemistry, Diffusion"
High-resolution anatomical and spatial transcriptome analyses reveal two types of meristematic cell pools within the secondary vascular tissue of poplar stem,"Juan Du, Yichen Wang, Wenfan Chen, Mingling Xu, Ruhong Zhou, Huixia Shou, Jun Chen",2023.0,52,"{2023: 11, 2024: 36, 2025: 4}","Molecular Plant 16 (5), 809-828, 2023",Molecular Plant,16,5,809-828,Elsevier,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:BObLTS5KzTYJ:scholar.google.com/,4754d8c7a83e1dae23ebb183f8b59b557dbf82cb,0.0,0.0,True,,JournalArticle,2023-03-01,"The secondary vascular tissue emanating from meristems is central to understanding how vascular plants such as forest trees evolve, grow, and regulate secondary radial growth. However, the overall molecular characterization of meristem origins and developmental trajectories from primary to secondary vascular tissues in woody tree stems is technically challenging. In this study, we combined high-resolution anatomic analysis with a spatial transcriptome (ST) technique to define features of meristematic cells in a developmental gradient from primary to secondary vascular tissues in poplar stems. The tissue-specific gene expression of meristems and derived vascular tissue types were accordingly mapped to specific anatomical domains. Pseudotime analyses were used to track the origins and changes of meristems throughout the development from primary to secondary vascular tissues. Surprisingly, two types of meristematic-like cell pools within secondary vascular tissues were inferred based on high-resolution microscopy combined with ST, and the results were confirmed by in situ hybridization of, transgenic trees, and single-cell sequencing. The rectangle shape procambium-like (PCL) cells develop from procambium meristematic cells and are located within the phloem domain to produce phloem cells, whereas fusiform shape cambium zone (CZ) meristematic cells develop from fusiform metacambium meristematic cells and are located inside the CZ to produce xylem cells. The gene expression atlas and transcriptional networks spanning the primary transition to secondary vascular tissues generated in this work provide new resources for studying the regulation of meristem activities and the evolution of vascular plants. A web server (https://pgx.zju.edu.cn/stRNAPal/) was also established to facilitate the use of ST RNA-seq data.",https://www.semanticscholar.org/paper/4754d8c7a83e1dae23ebb183f8b59b557dbf82cb,High-resolution anatomical analysis with a spatial transcriptome (ST) technique is combined to define features of meristematic cells in a developmental gradient from primary to secondary vascular tissues in poplar stems and provides a novel resource to guide research and new applications for the regulation ofMeristems activities and the evolution of vascular plants.,J. Du,"State Key Laboratory of Plant Physiology and Biochemistry, College of Life Sciences, Zhejiang University, 866 Yu Hangtang Road, Hangzhou, Zhejiang 310058, China. Electronic address: djuan@zju.edu.cn.",J. Chen,"MOE Key Laboratory of Biosystems Homeostasis & Protection, College of Life Sciences, Zhejiang University, 866 Yu Hangtang Road, Hangzhou, Zhejiang 310058, China. Electronic address: chenjun2009@zju.edu.cn.",Mol Plant,5,01,36895162,10.1016/j.molp.2023.03.005,True,False,,"Meristemmetabolism, Transcriptomegenetics, Cambiumgeneticsmetabolism, Gene Expression Profiling"
Probing the electrostatic aggregation of nanoparticles with oppositely charged molecular ions,"Jianxiang Huang, Damiano Buratto, Ruhong Zhou",2023.0,0,{},"Aggregate 4, e324, 2023",Aggregate,4.0,,e324,Wiley,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:zIMSltwM2AUJ:scholar.google.com/,359c67fb2aeca76f4111572264f6ba75560d488c,37.0,0.0,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/agt2.324,,2023-02-20,"sembly of charged nanoparticles with oppositely charged molecular ions has emerged as a promising technique in the fabrication of nanoparticle superstructures. However, the underlying mechanism behind these molecular ions in mediating the repulsion between these charged nanoparticles remains elusive. Herein, coarse‐grained molecular dynamics simulations are used to elucidate the effects of valency, shape, and size of molecular anions on their co‐assembly with gold nanoparticles coated with positively charged ligands. The findings suggest that the valency, shape, and size of molecular anions significantly influence the repulsion and aggregating dynamics among these positively charged nanoparticles. Moreover, the free energy calculations reveal that ring‐shaped molecular anions with higher valences and larger sizes are more effective at reducing the repulsion between these gold nanoparticles and thus enhance the stability of the aggregate. This study contributes to a better understanding of the critical roles of valence, shape, and size of ions in mediating the electrostatic co‐assembly of nanoparticles with oppositely charged ions, and it also guides the future design of DNA templates and DNA origami in co‐assembly with oppositely charged nanoparticles.",https://www.semanticscholar.org/paper/359c67fb2aeca76f4111572264f6ba75560d488c,,,,,,,,,,,,,,
Novel Inhibitory Role of Fenofibric Acid by Targeting Cryptic Site on the RBD of SARS-CoV-2,"Jianxiang Huang, Kevin C Chan, Ruhong Zhou",2023.0,3,"{2023: 2, 2024: 1}","Biomolecules 13 (2), 359, 2023",Biomolecules,13.0,2,359,MDPI,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:y1O4bQyX8K0J:scholar.google.com/,3bf1b8cb9ef946510860e4daa7df524c69e3388c,69.0,0.0,True,https://www.mdpi.com/2218-273X/13/2/359/pdf?version=1676349187,JournalArticle,2023-02-01,"The emergence of the recent pandemic causing severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has created an alarming situation worldwide. It also prompted extensive research on drug repurposing to find a potential treatment for SARS-CoV-2 infection. An active metabolite of the hyperlipidemic drug fenofibrate (also called fenofibric acid or FA) was found to destabilize the receptor-binding domain (RBD) of the viral spike protein and therefore inhibit its binding to human angiotensin-converting enzyme 2 (hACE2) receptor. Despite being considered as a potential drug candidate for SARS-CoV-2, FA's inhibitory mechanism remains to be elucidated. We used molecular dynamics (MD) simulations to investigate the binding of FA to the RBD of the SARS-CoV-2 spike protein and revealed a potential cryptic FA binding site. Free energy calculations were performed for different FA-bound RBD complexes. The results suggest that the interaction of FA with the cryptic binding site of RBD alters the conformation of the binding loop of RBD and effectively reduces its binding affinity towards ACE2. Our study provides new insights for the design of SARS-CoV-2 inhibitors targeting cryptic sites on the RBD of SARS-CoV-2.",https://www.semanticscholar.org/paper/3bf1b8cb9ef946510860e4daa7df524c69e3388c,This study used molecular dynamics simulations to investigate the binding of FA to the RBD of the SARS-CoV-2 spike protein and revealed a potential cryptic FA binding site.,J. Huang,"Institute of Quantitative Biology, College of Life Sciences, Zhejiang University, Hangzhou 310027, China.",R. Zhou,"Institute of Quantitative Biology, College of Life Sciences, Zhejiang University, Hangzhou 310027, China.",Biomolecules,2.0,14.0,36830728.0,10.3390/biom13020359,True,False,set(),"Humans, SARS-CoV-2metabolism, COVID-19, Fenofibrate, Protein Binding, Spike Glycoprotein, Coronaviruschemistry, Molecular Dynamics Simulation"
A dual-response drug delivery system with X-ray and ROS to boost the anti-tumor efficiency of TPZ via enhancement of tumor hypoxia levels,"Panli Han, Lianxue Zhang, Yaqi Fu, Youyu Fu, Jianxiang Huang, Jinlin He, Peihong Ni, Taimoor Khan, Yang Jiao, Zaixing Yang, Ruhong Zhou",2023.0,4,{2024: 4},"Nanoscale 15 (1), 237-247, 2023",Nanoscale,15.0,1,237-247,Royal Society of Chemistry,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:HrC7H49PnNgJ:scholar.google.com/,c40b31bbaf109809fa5304ac776a97583911ab7b,0.0,0.0,False,,JournalArticle,2022-12-06,"The selective anti-tumor activity and less toxic nature of hypoxia-activated prodrugs including tirapazamine (TPZ) are harbored by hypoxia levels in tumors, the inadequacy of which leads to failure in clinical trials. Thus, the development of effective clinical applications of TPZ requires advanced strategies to intensify hypoxia levels in tumors effectively and safely. In this study, we designed and fabricated a paclitaxel (PTX)-loaded dual-response delivery system with a low dose (e.g., 2 Gy) of X-ray and reactive oxygen species on the basis of diselenide block copolymers. Upon the external X-ray stimulus, the system accurately released encapsulated PTX at tumor sites and remarkably improved tumor hypoxia levels by causing severe damage to tumor blood vessels. Subsequently, these enhanced tumor hypoxia levels effectively activated the reduction of TPZ into benzotriazinyl free radicals, which significantly improved the antitumor efficacy of our system against 4T1 breast cancer cells with an initial tumor volume of 500 mm3. Moreover, the dual-stimulus coordinated and controlled release of PTX was found to largely avoid the off-target effects of PTX on normal cells while exhibiting very limited side effects in experimental mice. The current novel strategy for regulating tumor hypoxia levels offers an effective and safe way to activate TPZ for the treatment of large solid tumors.",https://www.semanticscholar.org/paper/c40b31bbaf109809fa5304ac776a97583911ab7b,A novel strategy for regulating tumor hypoxia levels offers an effective and safe way to activate TPZ for the treatment of large solid tumors and was found to largely avoid the off-target effects of PTX on normal cells while exhibiting very limited side effects in experimental mice.,P. Han,"State Key Laboratory of Radiation Medicine and Protection, School for Radiological and Interdisciplinary Sciences (RAD-X), Soochow University, Suzhou 215123, China.",R. Zhou,"Institute of Quantitative Biology, Shanghai Institute for Advanced Study, College of Life Sciences, Zhejiang University, Hangzhou 310027, China. lianxuezhang@zju.edu.cn.",Nanoscale,12.0,22.0,36472214.0,10.1039/d2nr04021b,True,False,set(),"Animals, Mice, Tirapazaminepharmacologytherapeutic use, Reactive Oxygen Speciespharmacology, Antineoplastic Agentspharmacologytherapeutic use, Tumor Hypoxia, X-Rays, Neoplasmsdrug therapy, Drug Delivery Systems, Paclitaxelpharmacologytherapeutic use, Hypoxiadrug therapy, Cell Line, Tumor"
SARS-CoV-2 delta variant: interplay between individual mutations and their allosteric synergy,"Kevin C Chan, Yi Song, Zheng Xu, Chun Shang, Ruhong Zhou",2022.0,5,"{2023: 4, 2024: 1}","Biomolecules 12 (12), 1742, 2022",Biomolecules,12.0,12,1742,MDPI,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:bqjq3_hVudEJ:scholar.google.com/,1350cdf66fd9afa984a3439e87f06e3809b095e0,87.0,0.0,True,https://www.mdpi.com/2218-273X/12/12/1742/pdf?version=1669211993,JournalArticle,2022-11-23,"Since its first appearance in April 2021, B.1.617.2, also termed variant Delta, catalyzed one major worldwide wave dominating the second year of coronavirus disease 2019 (COVID-19) pandemic. Despite its quick disappearance worldwide, the strong virulence caused by a few point mutations remains an unsolved problem largely. Along with the other two sublineages, the Delta variant harbors an accumulation of Spike protein mutations, including the previously identified L452R, E484Q, and the newly emerged T478K on its receptor binding domain (RBD). We used molecular dynamics (MD) simulations, in combination with free energy perturbation (FEP) calculations, to examine the effects of two combinative mutation sets, L452R + E484Q and L452R + T478K. Our dynamic trajectories reveal an enhancement in binding affinity between mutated RBD and the common receptor protein angiotensin converting enzyme 2 (ACE2) through a net increase in the buried molecular surface area of the binary complex. This enhanced binding, mediated through Gln493, sets the same stage for all three sublineages due to the presence of L452R mutation. The other mutation component, E484Q or T478K, was found to impact the RBD-ACE2 binding and help the variant to evade several monoclonal antibodies (mAbs) in a distinct manner. Especially for L452R + T478K, synergies between mutations are mediated through a complex residual and water interaction network and further enhance its binding to ACE2. Taking together, this study demonstrates that new variants of SARS-CoV-2 accomplish both ""attack"" (infection) and ""defense"" (antibody neutralization escape) with the same ""polished sword"" (mutated Spike RBD).",https://www.semanticscholar.org/paper/1350cdf66fd9afa984a3439e87f06e3809b095e0,"This study demonstrates that new variants of SARS-CoV-2 accomplish both ""attack"" and ""defense"" (antibody neutralization escape) with the same “polished sword” (mutated Spike RBD).",KC. Chan,"Institute of Quantitative Biology, College of Life Sciences, Zhejiang University, Hangzhou 310058, China.",R. Zhou,"Institute of Quantitative Biology, College of Life Sciences, Zhejiang University, Hangzhou 310058, China.",Biomolecules,11.0,23.0,36551170.0,10.3390/biom12121742,True,False,set(),"Humans, Angiotensin-Converting Enzyme 2metabolism, Antibodies, Monoclonalimmunology, COVID-19geneticsimmunology, Protein Bindinggenetics, SARS-CoV-2geneticspathogenicity, Virulencegenetics, Point Mutation, Spike Glycoprotein, Coronavirusgeneticsmetabolism, Allosteric Regulation, Protein Domainsgenetics"
Promoting anti-tumor immunity by targeting TMUB1 to modulate PD-L1 polyubiquitination and glycosylation,"Chengyu Shi, Ying Wang, Minjie Wu, Yu Chen, Fangzhou Liu, Zheyuan Shen, Yiran Wang, Shaofang Xie, Yingying Shen, Lingjie Sang, Zhen Zhang, Zerui Gao, Luojia Yang, Lei Qu, Zuozhen Yang, Xinyu He, Yu Guo, Chenghao Pan, Jinxin Che, Huaiqiang Ju, Jian Liu, Zhijian Cai, Qingfeng Yan, Luyang Yu, Liangjing Wang, Xiaowu Dong, Pinglong Xu, Jianzhong Shao, Yang Liu, Xu Li, Wenqi Wang, Ruhong Zhou, Tianhua Zhou, Aifu Lin",2022.0,27,"{2023: 9, 2024: 18}","Nature communications 13 (1), 6951, 2022",Nature communications,13.0,1,6951,Nature Publishing Group UK,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:Nfa_HwCO3q4J:scholar.google.com/,e86257cd18396a58eadceeda1a3b3bd17d40754b,62.0,1.0,True,https://www.nature.com/articles/s41467-022-34346-x.pdf,JournalArticle,2022-11-14,"Immune checkpoint blockade therapies targeting the PD-L1/PD-1 axis have demonstrated clear clinical benefits. Improved understanding of the underlying regulatory mechanisms might contribute new insights into immunotherapy. Here, we identify transmembrane and ubiquitin-like domain-containing protein 1 (TMUB1) as a modulator of PD-L1 post-translational modifications in tumor cells. Mechanistically, TMUB1 competes with HECT, UBA and WWE domain-containing protein 1 (HUWE1), a E3 ubiquitin ligase, to interact with PD-L1 and inhibit its polyubiquitination at K281 in the endoplasmic reticulum. Moreover, TMUB1 enhances PD-L1 N-glycosylation and stability by recruiting STT3A, thereby promoting PD-L1 maturation and tumor immune evasion. TMUB1 protein levels correlate with PD-L1 expression in human tumor tissue, with high expression being associated with poor patient survival rates. A synthetic peptide engineered to compete with TMUB1 significantly promotes antitumor immunity and suppresses tumor growth in mice. These findings identify TMUB1 as a promising immunotherapeutic target.",https://www.semanticscholar.org/paper/e86257cd18396a58eadceeda1a3b3bd17d40754b,"Transmembrane and ubiquitin-like domain-containing protein 1 (TMUB1) is identified as a modulator of PD-L1 post-translational modifications in tumor cells, and it is demonstrated that targeting the TMUB1/PD-L 1 interaction promotes anti-tumour T cells responses.",C. Shi,"MOE Laboratory of Biosystem Homeostasis and Protection, College of Life Sciences, Zhejiang University, Hangzhou, Zhejiang, 310058, China.",A. Lin,"MOE Laboratory of Biosystem Homeostasis and Protection, College of Life Sciences, Zhejiang University, Hangzhou, Zhejiang, 310058, China. linaifu@zju.edu.cn.",Nat Commun,11.0,14.0,36376293.0,10.1038/s41467-022-34346-x,True,False,set(),"Animals, Humans, Mice, B7-H1 Antigenmetabolism, Glycosylation, Immunotherapy, Neoplasmsgeneticstherapy, Tumor Escape, Tumor Suppressor Proteinsmetabolism, Ubiquitin-Protein Ligasesgeneticsmetabolism, Ubiquitination"
Hydrophobicity Effects of γ-Glutamyl Transpeptidase-Responsive Polymers on the Catalytic Activity and Transcytosis Efficacy,"Quan Zhou, Jianxiang Huang, Lingqiao Hao, Yu Geng, Changhuo Xu, Zhuxian Zhou, Jianbin Tang, Ruhong Zhou, Youqing Shen",2022.0,4,"{2023: 2, 2024: 2}","Bioconjugate Chemistry 33 (11), 2132-2142, 2022",Bioconjugate Chemistry,33.0,11,2132-2142,American Chemical Society,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:XNvO3ZaJwtEJ:scholar.google.com/,cae2a3602410ee0b8a3039877d5a7f2ab0ea0d88,43.0,0.0,False,,JournalArticle,2022-11-04,"Active transcytosis has recently sparked great interest in drug delivery as a novel route for tumor extravasation and infiltration. However, the rational design of transcytosis-inducing nanomedicines remains challenging. We recently demonstrated that the γ-glutamyl transpeptidase (GGT)-responsive polymer cationization induced efficient adsorption-mediated transcytosis (AMT). However, it remains unclear how the nanomedicines' physicochemical properties influence the GGT-responsive cationization and induced transcytosis behaviors. Herein, through a combination of experimental techniques and molecular dynamics (MD) simulations, we find that the random copolymers with high hydrophobic monomers tend to form compact structures accessible to the catalytic site of GGT, leading to a fast cationization and thus high transcytosis efficiency, while the homopolymers of the hydrophilic GGT-sensitive monomers have elongated structures unable to enter the active site and thus exhibit poor GGT sensitivity. As a result, the more hydrophobic polymer-drug conjugates with high camptothecin contents exhibit higher GGT-responsive activity, which in turn leads to faster cationization and cellular internalization, enhanced tumor infiltration, and more potent antitumor activity. These findings indicate the hydrophobicity is a main parameter determining the GGT catalytic activity and transcytosis efficiency of the GGT-activatable co(homo)polymers, providing guidelines for the rational design of GGT-induced charge reversal carriers for transcytotic nanomedicines.",https://www.semanticscholar.org/paper/cae2a3602410ee0b8a3039877d5a7f2ab0ea0d88,"It is found that the random copolymers with high hydrophobic monomers tend to form compact structures accessible to the catalytic site of GGT, leading to a fast cationization and thus high transcytosis efficiency, while the homopolymers of the hydrophilic GGT-sensitive monomers have elongated structures unable to enter the active site and thus exhibit poor GGT sensitivity.",Q. Zhou,"Zhejiang Key Laboratory of Smart Biomaterials and Center for Bionanoengineering, College of Chemical and Biological Engineering, Zhejiang University, Hangzhou 310027, China.",Y. Shen,"Zhejiang Key Laboratory of Smart Biomaterials and Center for Bionanoengineering, College of Chemical and Biological Engineering, Zhejiang University, Hangzhou 310027, China.",Bioconjug Chem,11.0,16.0,36332151.0,10.1021/acs.bioconjchem.2c00391,True,False,set(),"Humans, gamma-Glutamyltransferasemetabolism, Polymers, Transcytosis, Neoplasms, Hydrophobic and Hydrophilic Interactions"
